;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
1731;0.919941;12.490788;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-2;P5
1732;0.896755;9.685658;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta1;P5
1733;0.94966;19.865105;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;P5
1734;0.937056;15.887184;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;P5
1735;0.858338;7.05906;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;gamma;P5
1736;0.774328;4.431204;24;72;0.0;[0.58 0.89];Average fixed raters;Normalized data;G2;delta;P6
1737;0.955681;22.563918;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;theta;P6
1738;0.906323;10.675021;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-1;P6
1739;0.898745;9.876028;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-2;P6
1740;0.901326;10.134382;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;P6
1741;0.943069;17.565015;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;P6
1742;0.917382;12.103928;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;P6
1743;0.90888;10.974503;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;gamma;P6
1744;0.782322;4.593951;24;72;0.0;[0.6  0.89];Average fixed raters;Normalized data;G2;delta;P7
1745;0.962763;26.854862;24;72;0.0;[0.93 0.98];Average fixed raters;Normalized data;G2;theta;P7
1746;0.932364;14.785131;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;alpha-1;P7
1747;0.929937;14.272964;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;alpha-2;P7
1748;0.92409;13.173551;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;P7
1749;0.954547;22.00066;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta2;P7
1750;0.933275;14.986793;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;P7
1751;0.863624;7.332652;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;gamma;P7
1752;0.732984;3.745094;24;72;8e-06;[0.51 0.87];Average fixed raters;Normalized data;G2;delta;P8
1753;0.958489;24.090199;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;theta;P8
1754;0.920968;12.653045;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;P8
1755;0.918333;12.244875;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-2;P8
1756;0.895245;9.546116;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta1;P8
1757;0.937549;16.012488;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;P8
1758;0.898072;9.810825;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta3;P8
1759;0.858446;7.064441;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;gamma;P8
1760;0.774302;4.430706;24;72;0.0;[0.58 0.89];Average fixed raters;Normalized data;G2;delta;PO3
1761;0.938529;16.267916;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;theta;PO3
1762;0.898356;9.838225;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO3
1763;0.903231;10.333903;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-2;PO3
1764;0.915495;11.833634;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta1;PO3
1765;0.94586;18.470701;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;PO3
1766;0.918576;12.281464;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;PO3
1767;0.870024;7.693758;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;gamma;PO3
1768;0.674113;3.068552;24;72;0.000129;[0.4  0.84];Average fixed raters;Normalized data;G2;delta;PO4
1769;0.928487;13.983486;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;PO4
1770;0.896683;9.678909;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO4
1771;0.869433;7.658918;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;alpha-2;PO4
1772;0.923973;13.153201;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;PO4
1773;0.939745;16.596227;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;PO4
1774;0.897946;9.798763;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta3;PO4
1775;0.878219;8.211471;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;gamma;PO4
1776;0.771313;4.372797;24;72;1e-06;[0.58 0.89];Average fixed raters;Normalized data;G2;delta;PO5
1777;0.948525;19.427087;24;72;0.0;[0.91 0.97];Average fixed raters;Normalized data;G2;theta;PO5
1778;0.90147;10.149169;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO5
1779;0.910173;11.132547;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-2;PO5
1780;0.9074;10.799103;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;beta1;PO5
1781;0.951243;20.509958;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;PO5
1782;0.907777;10.843301;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;beta3;PO5
1783;0.868042;7.578196;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;gamma;PO5
1784;0.756595;4.108384;24;72;2e-06;[0.55 0.88];Average fixed raters;Normalized data;G2;delta;PO6
1785;0.94333;17.645962;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;PO6
1786;0.895328;9.55361;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO6
1787;0.891682;9.232118;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-2;PO6
1788;0.916315;11.949513;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta1;PO6
1789;0.944372;17.97641;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;PO6
1790;0.877382;8.155435;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;beta3;PO6
1791;0.897225;9.730028;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;gamma;PO6
1792;0.784863;4.648192;24;72;0.0;[0.6 0.9];Average fixed raters;Normalized data;G2;delta;PO7
1793;0.965978;29.392582;24;72;0.0;[0.94 0.98];Average fixed raters;Normalized data;G2;theta;PO7
1794;0.906792;10.728638;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO7
1795;0.91377;11.596943;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;PO7
1796;0.916632;11.995021;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta1;PO7
1797;0.950405;20.163495;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;PO7
1798;0.901465;10.148667;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta3;PO7
1799;0.867534;7.549128;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;gamma;PO7
1800;0.768506;4.319759;24;72;1e-06;[0.57 0.89];Average fixed raters;Normalized data;G2;delta;PO8
1801;0.950862;20.351003;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;PO8
1802;0.898763;9.877794;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-1;PO8
1803;0.902734;10.281048;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-2;PO8
1804;0.891766;9.239243;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta1;PO8
1805;0.935915;15.604233;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;PO8
1806;0.877398;8.156488;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;beta3;PO8
1807;0.89915;9.915765;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;gamma;PO8
1808;0.723632;3.618359;24;72;1.3e-05;[0.49 0.87];Average fixed raters;Normalized data;G2;delta;POZ
1809;0.926173;13.545253;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;POZ
1810;0.893094;9.354044;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-1;POZ
1811;0.886657;8.822807;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;POZ
1812;0.925537;13.429412;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;POZ
1813;0.939633;16.565318;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;POZ
1814;0.920802;12.626532;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;POZ
1815;0.885365;8.723352;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;gamma;POZ
1816;0.839258;6.221133;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;delta;PZ
1817;0.909803;11.086806;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;theta;PZ
1818;0.911522;11.302279;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;PZ
1819;0.904548;10.476468;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-2;PZ
1820;0.888788;8.991838;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta1;PZ
1821;0.934143;15.184336;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;PZ
1822;0.934003;15.152164;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;PZ
1823;0.910562;11.180876;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;gamma;PZ
1824;0.662792;2.965527;24;72;0.000201;[0.38 0.84];Average fixed raters;Normalized data;G2;delta;T7
1825;0.937505;16.001222;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;T7
1826;0.937361;15.964489;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;alpha-1;T7
1827;0.897588;9.764496;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-2;T7
1828;0.863304;7.315483;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;beta1;T7
1829;0.937573;16.018766;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;T7
1830;0.901469;10.149048;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta3;T7
1831;0.772143;4.388724;24;72;1e-06;[0.58 0.89];Average fixed raters;Normalized data;G2;gamma;T7
1832;0.568907;2.319683;24;72;0.003278;[0.21 0.79];Average fixed raters;Normalized data;G2;delta;T8
1833;0.94741;19.015033;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;T8
1834;0.923185;13.018238;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-1;T8
1835;0.907617;10.824534;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-2;T8
1836;0.883148;8.557801;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;beta1;T8
1837;0.88738;8.879403;24;72;0.0;[0.79 0.95];Average fixed raters;Normalized data;G2;beta2;T8
1838;0.851118;6.716716;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;beta3;T8
1839;0.74561;3.930966;24;72;4e-06;[0.53 0.88];Average fixed raters;Normalized data;G2;gamma;T8
1840;0.734779;3.770435;24;72;7e-06;[0.51 0.87];Average fixed raters;Normalized data;G2;delta;TP7
1841;0.954228;21.847463;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;theta;TP7
1842;0.948785;19.52549;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;alpha-1;TP7
1843;0.927007;13.699949;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;alpha-2;TP7
1844;0.814919;5.403034;24;72;0.0;[0.66 0.91];Average fixed raters;Normalized data;G2;beta1;TP7
1845;0.936277;15.692965;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;TP7
1846;0.929729;14.230641;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta3;TP7
1847;0.833548;6.007724;24;72;0.0;[0.69 0.92];Average fixed raters;Normalized data;G2;gamma;TP7
1848;0.732164;3.733624;24;72;8e-06;[0.51 0.87];Average fixed raters;Normalized data;G2;delta;TP8
1849;0.964394;28.085537;24;72;0.0;[0.93 0.98];Average fixed raters;Normalized data;G2;theta;TP8
1850;0.92774;13.838853;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;alpha-1;TP8
1851;0.921312;12.708368;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-2;TP8
1852;0.910413;11.162356;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta1;TP8
1853;0.946554;18.710315;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;TP8
1854;0.923839;13.13011;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta3;TP8
1855;0.854282;6.862573;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;gamma;TP8
